DATE,ID,SONG,ARTIST,ALBUM,date_dt,song_key,artist_key,track_name,artist_name,_merge
2021-08-31 : 12,12,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-08-31,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-08-31 : 13,13,2055,Sleepy Hallow,2055 - Single,2021-08-31,2055,sleepy hallow,,,left_only
2021-08-31 : 14,14,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-08-31,todo de ti,ラウアレハンドロ,,,left_only
2021-08-31 : 15,15,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-08-31,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-08-31 : 16,16,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-08-31,24 hours,エイブギーウィットダフーディ,,,left_only
2021-08-31 : 19,19,DÁKITI,バッド・バニー、 ジャイ・コルテッツ,EL ÚLTIMO TOUR DEL MUNDO,2021-08-31,dákiti,バッドバニー ジャイコルテッツ,,,left_only
2021-08-31 : 20,20,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-08-31,wants and needs,ドレイク,,,left_only
2021-08-31 : 22,22,REPEAT IT,リル・テッカ、 ガンナ,We Love You Tecca 2,2021-08-31,repeat it,リルテッカ ガンナ,,,left_only
2021-08-31 : 23,23,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-08-31,industry baby,lil nas x jack harlow,,,left_only
2021-08-31 : 24,24,Late At Night,ロディ・リッチ,Late At Night - Single,2021-08-31,late at night,ロディリッチ,,,left_only
2021-08-31 : 25,25,Woo Baby (feat. Chris Brown),ポップ・スモーク,Faith,2021-08-31,woo baby,ポップスモーク,,,left_only
2021-08-31 : 5,5,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-08-31,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-08-31 : 6,6,family ties,Baby Keem、 ケンドリック・ラマー,family ties - Single,2021-08-31,family ties,baby keem ケンドリックラマー,,,left_only
2021-08-31 : 7,7,Volví,Aventura、 バッド・バニー,Volví - Single,2021-08-31,volví,aventura バッドバニー,,,left_only
2021-08-31 : 9,9,Yonaguni,バッド・バニー,Yonaguni - Single,2021-08-31,yonaguni,バッドバニー,,,left_only
2021-09-01 : 1,1,Off The Grid,カニエ・ウェスト,Donda,2021-09-01,off the grid,カニエウェスト,,,left_only
2021-09-01 : 10,10,Hurricane,カニエ・ウェスト,Donda,2021-09-01,hurricane,カニエウェスト,,,left_only
2021-09-01 : 11,11,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-09-01,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-09-01 : 12,12,Volví,Aventura、 バッド・バニー,Volví - Single,2021-09-01,volví,aventura バッドバニー,,,left_only
2021-09-01 : 13,13,family ties,Baby Keem、 ケンドリック・ラマー,family ties - Single,2021-09-01,family ties,baby keem ケンドリックラマー,,,left_only
2021-09-01 : 14,14,Yonaguni,バッド・バニー,Yonaguni - Single,2021-09-01,yonaguni,バッドバニー,,,left_only
2021-09-01 : 16,16,Run It Up (feat. Sleepy Hallow & A Boogie wit da Hoodie),Sheff G,Run It Up (feat. Sleepy Hallow & A Boogie wit da Hoodie) - Single,2021-09-01,run it up,sheff g,,,left_only
2021-09-01 : 17,17,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-09-01,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-09-01 : 18,18,23 Preguntas,アヌエルAA,23 Preguntas - Single,2021-09-01,23 preguntas,アヌエルaa,,,left_only
2021-09-01 : 19,19,2055,Sleepy Hallow,2055 - Single,2021-09-01,2055,sleepy hallow,,,left_only
2021-09-01 : 2,2,Hurricane,カニエ・ウェスト,Donda,2021-09-01,hurricane,カニエウェスト,,,left_only
2021-09-01 : 21,21,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-09-01,todo de ti,ラウアレハンドロ,,,left_only
2021-09-01 : 22,22,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-09-01,24 hours,エイブギーウィットダフーディ,,,left_only
2021-09-01 : 23,23,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-09-01,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-09-01 : 25,25,IYKYK,B-Lovee,IYKYK - Single,2021-09-01,iykyk,blovee,,,left_only
2021-09-01 : 3,3,Jail,カニエ・ウェスト,Donda,2021-09-01,jail,カニエウェスト,,,left_only
2021-09-01 : 5,5,Sharing Locations (feat. Lil Baby & Lil Durk),ミーク・ミル,Sharing Locations (feat. Lil Baby & Lil Durk) - Single,2021-09-01,sharing locations,ミークミル,,,left_only
2021-09-01 : 7,7,Off The Grid,カニエ・ウェスト,Donda,2021-09-01,off the grid,カニエウェスト,,,left_only
2021-09-01 : 8,8,Jail,カニエ・ウェスト,Donda,2021-09-01,jail,カニエウェスト,,,left_only
2021-09-02 : 1,1,Off The Grid,カニエ・ウェスト,Donda,2021-09-02,off the grid,カニエウェスト,,,left_only
2021-09-02 : 10,10,family ties,Baby Keem、 ケンドリック・ラマー,family ties - Single,2021-09-02,family ties,baby keem ケンドリックラマー,,,left_only
2021-09-02 : 11,11,Being Honest,Kay Flock,Being Honest - Single,2021-09-02,being honest,kay flock,,,left_only
2021-09-02 : 12,12,Yonaguni,バッド・バニー,Yonaguni - Single,2021-09-02,yonaguni,バッドバニー,,,left_only
2021-09-02 : 14,14,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-09-02,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-09-02 : 15,15,IYKYK,B-Lovee,IYKYK - Single,2021-09-02,iykyk,blovee,,,left_only
2021-09-02 : 16,16,2055,Sleepy Hallow,2055 - Single,2021-09-02,2055,sleepy hallow,,,left_only
2021-09-02 : 17,17,Run It Up (feat. Sleepy Hallow & A Boogie wit da Hoodie),Sheff G,Run It Up (feat. Sleepy Hallow & A Boogie wit da Hoodie) - Single,2021-09-02,run it up,sheff g,,,left_only
2021-09-02 : 19,19,23 Preguntas,アヌエルAA,23 Preguntas - Single,2021-09-02,23 preguntas,アヌエルaa,,,left_only
2021-09-02 : 2,2,Hurricane,カニエ・ウェスト,Donda,2021-09-02,hurricane,カニエウェスト,,,left_only
2021-09-02 : 20,20,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-09-02,todo de ti,ラウアレハンドロ,,,left_only
2021-09-02 : 21,21,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-09-02,24 hours,エイブギーウィットダフーディ,,,left_only
2021-09-02 : 23,23,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-09-02,wants and needs,ドレイク,,,left_only
2021-09-02 : 24,24,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-09-02,industry baby,lil nas x jack harlow,,,left_only
2021-09-02 : 25,25,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-09-02,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-09-02 : 3,3,Jail,カニエ・ウェスト,Donda,2021-09-02,jail,カニエウェスト,,,left_only
2021-09-02 : 5,5,Sharing Locations (feat. Lil Baby & Lil Durk),ミーク・ミル,Sharing Locations (feat. Lil Baby & Lil Durk) - Single,2021-09-02,sharing locations,ミークミル,,,left_only
2021-09-02 : 8,8,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-09-02,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-09-02 : 9,9,Volví,Aventura、 バッド・バニー,Volví - Single,2021-09-02,volví,aventura バッドバニー,,,left_only
2021-09-03 : 1,1,Off The Grid,カニエ・ウェスト,Donda,2021-09-03,off the grid,カニエウェスト,,,left_only
2021-09-03 : 10,10,Blue Notes 2 (feat. Lil Uzi Vert),ミーク・ミル,Blue Notes 2 (feat. Lil Uzi Vert) - Single,2021-09-03,blue notes 2,ミークミル,,,left_only
2021-09-03 : 11,11,family ties,Baby Keem、 ケンドリック・ラマー,family ties - Single,2021-09-03,family ties,baby keem ケンドリックラマー,,,left_only
2021-09-03 : 12,12,Being Honest,Kay Flock,Being Honest - Single,2021-09-03,being honest,kay flock,,,left_only
2021-09-03 : 14,14,Yonaguni,バッド・バニー,Yonaguni - Single,2021-09-03,yonaguni,バッドバニー,,,left_only
2021-09-03 : 15,15,IYKYK,B-Lovee,IYKYK - Single,2021-09-03,iykyk,blovee,,,left_only
2021-09-03 : 16,16,2055,Sleepy Hallow,2055 - Single,2021-09-03,2055,sleepy hallow,,,left_only
2021-09-03 : 17,17,Run It Up (feat. Sleepy Hallow & A Boogie wit da Hoodie),Sheff G,Run It Up (feat. Sleepy Hallow & A Boogie wit da Hoodie) - Single,2021-09-03,run it up,sheff g,,,left_only
2021-09-03 : 18,18,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-09-03,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-09-03 : 2,2,Hurricane,カニエ・ウェスト,Donda,2021-09-03,hurricane,カニエウェスト,,,left_only
2021-09-03 : 20,20,23 Preguntas,アヌエルAA,23 Preguntas - Single,2021-09-03,23 preguntas,アヌエルaa,,,left_only
2021-09-03 : 21,21,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-09-03,todo de ti,ラウアレハンドロ,,,left_only
2021-09-03 : 22,22,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-09-03,24 hours,エイブギーウィットダフーディ,,,left_only
2021-09-03 : 24,24,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-09-03,wants and needs,ドレイク,,,left_only
2021-09-03 : 25,25,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-09-03,industry baby,lil nas x jack harlow,,,left_only
2021-09-03 : 3,3,Jail,カニエ・ウェスト,Donda,2021-09-03,jail,カニエウェスト,,,left_only
2021-09-03 : 5,5,Sharing Locations (feat. Lil Baby & Lil Durk),ミーク・ミル,Sharing Locations (feat. Lil Baby & Lil Durk) - Single,2021-09-03,sharing locations,ミークミル,,,left_only
2021-09-03 : 8,8,Volví,Aventura、 バッド・バニー,Volví - Single,2021-09-03,volví,aventura バッドバニー,,,left_only
2021-09-03 : 9,9,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-09-03,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-09-04 : 1,1,Hurricane,カニエ・ウェスト,Donda,2021-09-04,hurricane,カニエウェスト,,,left_only
2021-09-04 : 10,10,Volví,Aventura、 バッド・バニー,Volví - Single,2021-09-04,volví,aventura バッドバニー,,,left_only
2021-09-04 : 11,11,Being Honest,Kay Flock,Being Honest - Single,2021-09-04,being honest,kay flock,,,left_only
2021-09-04 : 12,12,family ties,Baby Keem、 ケンドリック・ラマー,family ties - Single,2021-09-04,family ties,baby keem ケンドリックラマー,,,left_only
2021-09-04 : 13,13,IYKYK,B-Lovee,IYKYK - Single,2021-09-04,iykyk,blovee,,,left_only
2021-09-04 : 14,14,2055,Sleepy Hallow,2055 - Single,2021-09-04,2055,sleepy hallow,,,left_only
2021-09-04 : 16,16,Yonaguni,バッド・バニー,Yonaguni - Single,2021-09-04,yonaguni,バッドバニー,,,left_only
2021-09-04 : 18,18,Run It Up (feat. Sleepy Hallow & A Boogie wit da Hoodie),Sheff G,Run It Up (feat. Sleepy Hallow & A Boogie wit da Hoodie) - Single,2021-09-04,run it up,sheff g,,,left_only
2021-09-04 : 19,19,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-09-04,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-09-04 : 2,2,Off The Grid,カニエ・ウェスト,Donda,2021-09-04,off the grid,カニエウェスト,,,left_only
2021-09-04 : 21,21,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-09-04,wants and needs,ドレイク,,,left_only
2021-09-04 : 22,22,INDUSTRY BABY,LIL NAS X、 Jack Harlow,INDUSTRY BABY - Single,2021-09-04,industry baby,lil nas x jack harlow,,,left_only
2021-09-04 : 23,23,23 Preguntas,アヌエルAA,23 Preguntas - Single,2021-09-04,23 preguntas,アヌエルaa,,,left_only
2021-09-04 : 24,24,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-09-04,todo de ti,ラウアレハンドロ,,,left_only
2021-09-04 : 25,25,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-09-04,24 hours,エイブギーウィットダフーディ,,,left_only
2021-09-04 : 3,3,Jail,カニエ・ウェスト,Donda,2021-09-04,jail,カニエウェスト,,,left_only
2021-09-04 : 5,5,Sharing Locations (feat. Lil Baby & Lil Durk),ミーク・ミル,Sharing Locations (feat. Lil Baby & Lil Durk) - Single,2021-09-04,sharing locations,ミークミル,,,left_only
2021-09-04 : 6,6,Blue Notes 2 (feat. Lil Uzi Vert),ミーク・ミル,Blue Notes 2 (feat. Lil Uzi Vert) - Single,2021-09-04,blue notes 2,ミークミル,,,left_only
2021-09-04 : 8,8,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-09-04,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-09-05 : 1,1,Hurricane,カニエ・ウェスト,Donda,2021-09-05,hurricane,カニエウェスト,,,left_only
2021-09-05 : 10,10,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-09-05,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-09-05 : 11,11,Being Honest,Kay Flock,Being Honest - Single,2021-09-05,being honest,kay flock,,,left_only
2021-09-05 : 12,12,IYKYK,B-Lovee,IYKYK - Single,2021-09-05,iykyk,blovee,,,left_only
2021-09-05 : 13,13,family ties,Baby Keem、 ケンドリック・ラマー,family ties - Single,2021-09-05,family ties,baby keem ケンドリックラマー,,,left_only
2021-09-05 : 14,14,Linda,Tokischa、 ロザリア,Linda - Single,2021-09-05,linda,tokischa ロザリア,,,left_only
2021-09-05 : 15,15,Yonaguni,バッド・バニー,Yonaguni - Single,2021-09-05,yonaguni,バッドバニー,,,left_only
2021-09-05 : 16,16,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-09-05,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-09-05 : 18,18,2055,Sleepy Hallow,2055 - Single,2021-09-05,2055,sleepy hallow,,,left_only
2021-09-05 : 2,2,Off The Grid,カニエ・ウェスト,Donda,2021-09-05,off the grid,カニエウェスト,,,left_only
2021-09-05 : 21,21,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-09-05,todo de ti,ラウアレハンドロ,,,left_only
2021-09-05 : 22,22,24 Hours (feat. Lil Durk),エイ・ブギー・ウィット・ダ・フーディ,24 Hours (feat. Lil Durk) - Single,2021-09-05,24 hours,エイブギーウィットダフーディ,,,left_only
2021-09-05 : 23,23,Run It Up (feat. Sleepy Hallow & A Boogie wit da Hoodie),Sheff G,Run It Up (feat. Sleepy Hallow & A Boogie wit da Hoodie) - Single,2021-09-05,run it up,sheff g,,,left_only
2021-09-05 : 24,24,23 Preguntas,アヌエルAA,23 Preguntas - Single,2021-09-05,23 preguntas,アヌエルaa,,,left_only
2021-09-05 : 25,25,Wants and Needs (feat. Lil Baby),ドレイク,Scary Hours 2,2021-09-05,wants and needs,ドレイク,,,left_only
2021-09-05 : 4,4,Jail,カニエ・ウェスト,Donda,2021-09-05,jail,カニエウェスト,,,left_only
2021-09-05 : 5,5,Sharing Locations (feat. Lil Baby & Lil Durk),ミーク・ミル,Sharing Locations (feat. Lil Baby & Lil Durk) - Single,2021-09-05,sharing locations,ミークミル,,,left_only
2021-09-05 : 6,6,Blue Notes 2 (feat. Lil Uzi Vert),ミーク・ミル,Blue Notes 2 (feat. Lil Uzi Vert) - Single,2021-09-05,blue notes 2,ミークミル,,,left_only
2021-09-05 : 9,9,Volví,Aventura、 バッド・バニー,Volví - Single,2021-09-05,volví,aventura バッドバニー,,,left_only
2021-09-06 : 1,1,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy,2021-09-06,girls want girls,ドレイク,,,left_only
2021-09-06 : 10,10,Blue Notes 2 (feat. Lil Uzi Vert),ミーク・ミル,Blue Notes 2 (feat. Lil Uzi Vert) - Single,2021-09-06,blue notes 2,ミークミル,,,left_only
2021-09-06 : 12,12,No Time For Sleep (Freestyle),Bobby Shmurda,No Time For Sleep (Freestyle) - Single,2021-09-06,no time for sleep,bobby shmurda,,,left_only
2021-09-06 : 13,13,Volví,Aventura、 バッド・バニー,Volví - Single,2021-09-06,volví,aventura バッドバニー,,,left_only
2021-09-06 : 14,14,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-09-06,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-09-06 : 15,15,Being Honest,Kay Flock,Being Honest - Single,2021-09-06,being honest,kay flock,,,left_only
2021-09-06 : 16,16,IYKYK,B-Lovee,IYKYK - Single,2021-09-06,iykyk,blovee,,,left_only
2021-09-06 : 17,17,Yonaguni,バッド・バニー,Yonaguni - Single,2021-09-06,yonaguni,バッドバニー,,,left_only
2021-09-06 : 18,18,Ley Seca,ジャイ・コルテッツ、 アヌエルAA,Timelezz,2021-09-06,ley seca,ジャイコルテッツ アヌエルaa,,,left_only
2021-09-06 : 19,19,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-09-06,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-09-06 : 2,2,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy,2021-09-06,fair trade,ドレイク,,,left_only
2021-09-06 : 20,20,Linda,Tokischa、 ロザリア,Linda - Single,2021-09-06,linda,tokischa ロザリア,,,left_only
2021-09-06 : 21,21,family ties,Baby Keem、 ケンドリック・ラマー,family ties - Single,2021-09-06,family ties,baby keem ケンドリックラマー,,,left_only
2021-09-06 : 23,23,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-09-06,todo de ti,ラウアレハンドロ,,,left_only
2021-09-06 : 24,24,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-09-06,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-09-06 : 3,3,Champagne Poetry,ドレイク,Certified Lover Boy,2021-09-06,champagne poetry,ドレイク,,,left_only
2021-09-06 : 5,5,Hurricane,カニエ・ウェスト,Donda,2021-09-06,hurricane,カニエウェスト,,,left_only
2021-09-06 : 6,6,Off The Grid,カニエ・ウェスト,Donda,2021-09-06,off the grid,カニエウェスト,,,left_only
2021-09-06 : 8,8,Jail,カニエ・ウェスト,Donda,2021-09-06,jail,カニエウェスト,,,left_only
2021-09-06 : 9,9,Sharing Locations (feat. Lil Baby & Lil Durk),ミーク・ミル,Sharing Locations (feat. Lil Baby & Lil Durk) - Single,2021-09-06,sharing locations,ミークミル,,,left_only
2021-09-07 : 1,1,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy,2021-09-07,girls want girls,ドレイク,,,left_only
2021-09-07 : 10,10,Blue Notes 2 (feat. Lil Uzi Vert),ミーク・ミル,Blue Notes 2 (feat. Lil Uzi Vert) - Single,2021-09-07,blue notes 2,ミークミル,,,left_only
2021-09-07 : 12,12,Volví,Aventura、 バッド・バニー,Volví - Single,2021-09-07,volví,aventura バッドバニー,,,left_only
2021-09-07 : 13,13,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-09-07,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-09-07 : 14,14,Being Honest,Kay Flock,Being Honest - Single,2021-09-07,being honest,kay flock,,,left_only
2021-09-07 : 15,15,No Time For Sleep (Freestyle),Bobby Shmurda,No Time For Sleep (Freestyle) - Single,2021-09-07,no time for sleep,bobby shmurda,,,left_only
2021-09-07 : 16,16,IYKYK,B-Lovee,IYKYK - Single,2021-09-07,iykyk,blovee,,,left_only
2021-09-07 : 17,17,Yonaguni,バッド・バニー,Yonaguni - Single,2021-09-07,yonaguni,バッドバニー,,,left_only
2021-09-07 : 18,18,Ley Seca,ジャイ・コルテッツ、 アヌエルAA,Timelezz,2021-09-07,ley seca,ジャイコルテッツ アヌエルaa,,,left_only
2021-09-07 : 19,19,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-09-07,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-09-07 : 2,2,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy,2021-09-07,fair trade,ドレイク,,,left_only
2021-09-07 : 20,20,Linda,Tokischa、 ロザリア,Linda - Single,2021-09-07,linda,tokischa ロザリア,,,left_only
2021-09-07 : 21,21,family ties,Baby Keem、 ケンドリック・ラマー,family ties - Single,2021-09-07,family ties,baby keem ケンドリックラマー,,,left_only
2021-09-07 : 22,22,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-09-07,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-09-07 : 24,24,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-09-07,todo de ti,ラウアレハンドロ,,,left_only
2021-09-07 : 3,3,Way 2 Sexy (feat. Future & Young Thug),ドレイク,Certified Lover Boy,2021-09-07,way 2 sexy,ドレイク,,,left_only
2021-09-07 : 5,5,Hurricane,カニエ・ウェスト,Donda,2021-09-07,hurricane,カニエウェスト,,,left_only
2021-09-07 : 6,6,Off The Grid,カニエ・ウェスト,Donda,2021-09-07,off the grid,カニエウェスト,,,left_only
2021-09-07 : 8,8,Jail,カニエ・ウェスト,Donda,2021-09-07,jail,カニエウェスト,,,left_only
2021-09-07 : 9,9,Sharing Locations (feat. Lil Baby & Lil Durk),ミーク・ミル,Sharing Locations (feat. Lil Baby & Lil Durk) - Single,2021-09-07,sharing locations,ミークミル,,,left_only
2021-09-08 : 1,1,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy,2021-09-08,girls want girls,ドレイク,,,left_only
2021-09-08 : 10,10,Blue Notes 2 (feat. Lil Uzi Vert),ミーク・ミル,Blue Notes 2 (feat. Lil Uzi Vert) - Single,2021-09-08,blue notes 2,ミークミル,,,left_only
2021-09-08 : 12,12,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-09-08,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-09-08 : 13,13,Volví,Aventura、 バッド・バニー,Volví - Single,2021-09-08,volví,aventura バッドバニー,,,left_only
2021-09-08 : 14,14,Being Honest,Kay Flock,Being Honest - Single,2021-09-08,being honest,kay flock,,,left_only
2021-09-08 : 15,15,IYKYK,B-Lovee,IYKYK - Single,2021-09-08,iykyk,blovee,,,left_only
2021-09-08 : 16,16,Yonaguni,バッド・バニー,Yonaguni - Single,2021-09-08,yonaguni,バッドバニー,,,left_only
2021-09-08 : 17,17,No Time For Sleep (Freestyle),Bobby Shmurda,No Time For Sleep (Freestyle) - Single,2021-09-08,no time for sleep,bobby shmurda,,,left_only
2021-09-08 : 18,18,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-09-08,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-09-08 : 19,19,family ties,Baby Keem、 ケンドリック・ラマー,family ties - Single,2021-09-08,family ties,baby keem ケンドリックラマー,,,left_only
2021-09-08 : 2,2,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy,2021-09-08,fair trade,ドレイク,,,left_only
2021-09-08 : 21,21,Ley Seca,ジャイ・コルテッツ、 アヌエルAA,Timelezz,2021-09-08,ley seca,ジャイコルテッツ アヌエルaa,,,left_only
2021-09-08 : 23,23,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-09-08,todo de ti,ラウアレハンドロ,,,left_only
2021-09-08 : 24,24,La Mamá de la Mamá (feat. El Cherry Scom),El Alfa、 CJ、 Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom) - Single,2021-09-08,la mamá de la mamá,el alfa cj chael produciendo,,,left_only
2021-09-08 : 3,3,Way 2 Sexy (feat. Future & Young Thug),ドレイク,Certified Lover Boy,2021-09-08,way 2 sexy,ドレイク,,,left_only
2021-09-08 : 5,5,Hurricane,カニエ・ウェスト,Donda,2021-09-08,hurricane,カニエウェスト,,,left_only
2021-09-08 : 6,6,Off The Grid,カニエ・ウェスト,Donda,2021-09-08,off the grid,カニエウェスト,,,left_only
2021-09-08 : 8,8,Jail,カニエ・ウェスト,Donda,2021-09-08,jail,カニエウェスト,,,left_only
2021-09-08 : 9,9,Sharing Locations (feat. Lil Baby & Lil Durk),ミーク・ミル,Sharing Locations (feat. Lil Baby & Lil Durk) - Single,2021-09-08,sharing locations,ミークミル,,,left_only
2021-09-09 : 1,1,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy,2021-09-09,girls want girls,ドレイク,,,left_only
2021-09-09 : 10,10,Blue Notes 2 (feat. Lil Uzi Vert),ミーク・ミル,Blue Notes 2 (feat. Lil Uzi Vert) - Single,2021-09-09,blue notes 2,ミークミル,,,left_only
2021-09-09 : 12,12,STAY,ザ・キッド・ラロイ、 ジャスティン・ビーバー,STAY - Single,2021-09-09,stay,ザキッドラロイ ジャスティンビーバー,,,left_only
2021-09-09 : 13,13,Being Honest,Kay Flock,Being Honest - Single,2021-09-09,being honest,kay flock,,,left_only
2021-09-09 : 14,14,Volví,Aventura、 バッド・バニー,Volví - Single,2021-09-09,volví,aventura バッドバニー,,,left_only
2021-09-09 : 15,15,IYKYK,B-Lovee,IYKYK - Single,2021-09-09,iykyk,blovee,,,left_only
2021-09-09 : 16,16,family ties,Baby Keem、 ケンドリック・ラマー,family ties - Single,2021-09-09,family ties,baby keem ケンドリックラマー,,,left_only
2021-09-09 : 17,17,Yonaguni,バッド・バニー,Yonaguni - Single,2021-09-09,yonaguni,バッドバニー,,,left_only
2021-09-09 : 18,18,2/Catorce,ラウ・アレハンドロ、 Mr. Naisgai,2/Catorce - Single,2021-09-09,2catorce,ラウアレハンドロ mr naisgai,,,left_only
2021-09-09 : 19,19,Ley Seca,ジャイ・コルテッツ、 アヌエルAA,Timelezz,2021-09-09,ley seca,ジャイコルテッツ アヌエルaa,,,left_only
2021-09-09 : 2,2,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy,2021-09-09,fair trade,ドレイク,,,left_only
2021-09-09 : 20,20,No Time For Sleep (Freestyle),Bobby Shmurda,No Time For Sleep (Freestyle) - Single,2021-09-09,no time for sleep,bobby shmurda,,,left_only
2021-09-09 : 23,23,2055,Sleepy Hallow,2055 - Single,2021-09-09,2055,sleepy hallow,,,left_only
2021-09-09 : 25,25,Todo De Ti,ラウ・アレハンドロ,Todo De Ti - Single,2021-09-09,todo de ti,ラウアレハンドロ,,,left_only
